url_path,views_total,views_unique
/sysbio-curie/NaviCell,4,2
/sysbio-curie/NaviCell/blob/feat/openlayers/docker/Dockerfile,3,1
/sysbio-curie/NaviCell/blob/master/site/docroot/navicell/factory.php,2,1
/sysbio-curie/navicell,1,1
/sysbio-curie/NaviCell/blob/e822d07705d83562641b5201f298b3fce7706e3b/docker/Dockerfile,1,1
/sysbio-curie/NaviCell/blob/master/docker-compose.yml,1,1
/sysbio-curie/NaviCell/blob/master/docker/Dockerfile,1,1
/sysbio-curie/NaviCell/branches,1,1
/sysbio-curie/NaviCell/branches/active,1,1
/sysbio-curie/NaviCell/branches/stale,1,1
