a43	107.41119925567267	107.68716936171523	66.0	122.125	85.40990783623229	177.5	107.51809692382812	183.0	a44	NONE
a44	107.41119925567267	107.68716936171523	116.125	102.61557006755713	159.8565045520818	126.28523769164099	158.413403770816	135.67898955083456	116.125	183.0	107.51809692382812	183.0	a43	NONE
