a7	182.0	202.75	133.00648778293288	140.47928749531883	153.83392194113625	114.2517029778964	182.0	109.07930755615234	182.0	121.05624389648438	a8	a39	a44	NONE
a8	182.0	202.75	133.00648778293288	140.47928749531883	124.15815026013345	140.45032238106523	95.74815612852979	174.30682171343722	182.0	202.75	a7	a39	a38	NONE
a38	74.0	115.02893829345703	74.0	127.86473083496094	74.0	132.98214721679688	95.74815612852979	174.30682171343722	124.15815026013345	140.45032238106523	104.18246966714302	114.33069391403063	a43	NONE	a8	a39
a39	125.86178235774723	95.34707796887794	153.83392194113625	114.2517029778964	133.00648778293288	140.47928749531883	124.15815026013345	140.45032238106523	104.18246966714302	114.33069391403063	a43	a44	a7	a8	a38
a43	74.0	115.02893829345703	125.85315322875977	53.0	125.86178235774723	95.34707796887794	104.18246966714302	114.33069391403063	a38	NONE	a44	a39
a44	182.0	109.07930755615234	128.0	53.0	125.85315322875977	53.0	125.86178235774723	95.34707796887794	153.83392194113625	114.2517029778964	a7	NONE	a43	a39
