a3	20.820400066727842	116.82680209012614	128.0	3.0	243.0	116.85140228271484	a36	NONE
a36	20.820400066727842	116.82680209012614	13.0	128.0	243.0	253.0	243.0	171.68544006347656	243.0	116.85140228271484	a3	NONE
