a49	82.09476849344239	112.61230427447092	74.8635019541216	122.125	75.4936640504003	122.80442937356655	174.91315527569114	124.22585226671484	176.45963737354396	122.42500931065103	164.78174087386572	111.86106897539595	a65	NONE	a50
a50	75.4936640504003	122.80442937356655	114.62283879170116	177.5	116.125	179.1739410121723	162.10869728295603	143.6711359840677	174.91315527569114	124.22585226671484	a49	NONE
a65	82.09476849344239	112.61230427447092	116.125	72.0	164.78174087386572	111.86106897539595	a49	NONE
